475,37,567,33,569,63,476,67,APAN
322,42,360,42,360,70,322,70,C0
190,46,300,43,301,73,191,76,MOTOR
52,49,169,45,170,78,53,82,ISSAN
229,88,277,88,277,104,229,104,TYPE
156,96,192,96,192,124,156,124,*
103,100,134,100,134,120,103,120,*2
231,112,274,114,274,129,230,128,TIPO
26,170,59,168,60,176,27,178,F*
25,191,64,191,64,201,25,201,MNN
179,192,233,192,233,218,179,218,AR
104,195,119,195,119,218,104,218,NM
127,195,142,195,142,215,127,215,1
31,208,80,208,80,220,31,220,AOE
193,227,226,227,226,239,193,239,TRIMM
143,229,186,229,186,240,143,240,COCORL
113,234,122,234,122,241,113,241,*
251,246,273,246,273,255,251,255,TON
195,246,239,246,239,256,195,256,GUARNE
245,247,252,247,252,255,245,255,CI
148,249,157,249,157,256,148,256,CL
157,249,163,249,163,256,157,256,0)
572,266,590,266,590,277,572,277,*Z
68,279,81,279,81,291,68,291,D
464,333,472,333,472,339,464,339,N
376,335,396,335,396,346,376,346,*
529,335,546,335,546,350,529,350,0
359,338,374,338,374,345,359,345,T
226,364,284,364,284,378,226,378,**
293,365,354,364,355,377,293,378,**
484,365,496,365,496,374,484,374,V
126,366,137,366,137,376,126,376,B
