420,32,490,32,490,54,420,54,JAPAN
345,33,406,33,406,55,345,55,,LTD.
313,34,344,34,344,58,313,58,CO.
54,37,185,35,186,64,55,66,NISSAN
203,36,294,34,295,60,204,63,MOTOR
355,67,464,60,465,82,356,88,DBA-PE52
168,74,200,74,200,84,168,84,TYPE
118,82,159,80,160,97,119,99,**
169,88,201,88,201,97,169,97,TIPO
307,98,460,88,462,111,309,121,PE52-000093
113,109,128,109,128,119,113,119,NO.
48,112,105,109,106,120,49,122,CHASSIS
192,135,456,113,458,137,194,159,TLJARTWE52ED7-A-B-
97,124,143,121,144,131,98,134,CHASIS
75,125,91,125,91,135,75,135,DE
50,127,67,127,67,137,50,137,NO.
51,145,97,143,98,153,52,155,MODEL
378,148,389,148,389,165,378,165,G
322,152,363,150,364,170,323,172,LAE
53,159,108,154,109,165,54,169,MODELO
398,169,450,163,452,183,400,189,3498
133,172,161,170,162,178,134,179,TRIM
55,177,126,171,127,181,56,187,**-COLOR.
464,172,478,172,478,182,464,182,CC
273,184,378,170,380,192,276,205,VQ35DE)
135,184,201,177,202,186,136,192,GUARNICION
91,187,128,184,129,194,92,197,COLOR.
59,191,83,191,83,199,59,199,*D
397,193,448,187,450,207,399,213,GE56
288,209,384,197,386,216,290,229,RE0F09B
60,209,131,201,132,210,61,218,**ENGINE
433,213,446,213,446,231,433,231,9
60,220,125,213,126,223,61,230,**MOTOR
358,223,386,219,387,226,359,230,PLANE.
155,225,180,221,181,228,156,232,AXLE
108,230,142,226,143,234,109,238,TRANS-.
321,229,348,225,350,238,323,242,**
357,231,390,226,391,234,358,238,PLANTA
63,236,103,231,104,239,64,244,*****
156,236,174,234,175,241,157,243,EJE
383,236,405,234,406,244,385,246,JMRN
109,242,143,237,144,246,110,250,TRANS-
373,239,382,239,382,248,373,248,M
352,241,370,241,370,252,352,252,ML
62,247,101,241,102,251,64,257,***
122,267,291,240,295,261,126,288,*********
330,300,410,285,412,299,332,313,000093
286,308,312,304,314,317,288,321,52
257,313,284,311,285,325,259,327,PE
