33,29,445,27,446,62,34,65,DAIHAISUMOTORCO.
469,28,541,28,541,62,469,62,LTD
546,38,638,36,639,60,547,61,JAPA
455,53,468,53,468,67,455,67,V
448,55,455,55,455,61,448,61,*
13,73,516,70,517,105,14,107,TYPETA-J102F-GMDF
137,116,483,116,483,147,137,147,192E-010305
15,118,85,118,85,142,15,142,CHASSIS
90,119,113,119,113,141,90,141,NO.
494,151,529,151,529,169,494,169,CC
366,156,478,154,479,184,367,187,1297
122,156,270,156,270,189,122,189,K3-VE
28,158,114,158,114,180,28,180,ENGINE
371,195,445,193,446,214,372,216,TRIM
455,194,563,194,563,223,455,223,H1S8
127,197,241,197,241,218,127,218,COLOR
251,196,326,196,326,226,251,226,R29
312,300,411,300,411,320,312,320,ENGINE NO.
159,337,579,333,580,362,160,366,****** ****
