52,9,121,15,120,28,51,22,TOYOTA
134,16,195,21,194,34,133,29,MOTOR
209,22,361,25,360,40,208,37,CORPORATION
370,25,424,23,425,35,371,36,JAPAN
46,26,87,29,86,41,45,37,NODEL
104,27,368,41,367,62,103,48,0BA-NZE16IG-AWXNK
41,42,84,47,83,58,40,54,ENGINE
102,45,186,53,185,70,100,62,1NZ-FE
35,58,66,63,64,76,33,71,FRAMEA
299,60,366,60,366,80,299,80,1496
66,64,80,64,80,77,66,77,ANo.
93,61,311,79,309,100,91,82,NZE161-7010224
376,71,399,69,400,79,377,81,mL
93,82,127,86,125,100,91,96,COLOR
160,92,188,92,188,106,160,106,TRIM
230,97,266,99,265,113,229,111,PLANT
84,98,128,104,126,121,82,115,040
307,103,351,105,350,120,306,118,OPTION
142,105,205,111,203,131,140,125,FD22
19,112,69,119,67,133,17,127,RANS.AAXLE
218,112,264,116,262,138,216,134,N21
78,116,140,123,138,144,75,137,K312
169,128,233,136,231,156,167,148,-03A
326,150,368,153,366,172,325,169,222
