356,11,401,9,402,21,357,22,JAPAN
197,15,348,9,349,25,198,31,CORPORATION
115,19,183,16,184,30,116,33,MOTOR
20,22,101,19,102,34,21,37,TOYOTA
86,33,326,26,327,46,87,53,CBA-NCZ20-AHPXK
22,42,69,42,69,55,22,55,MODEL
300,46,359,46,359,66,300,66,1496
90,54,182,52,183,71,91,73,1NZ-FE
366,55,385,54,386,63,367,65,mL
23,62,71,62,71,75,23,75,ENGINE
87,74,290,68,291,88,88,94,NCZ20-0112391
57,81,71,81,71,94,57,94,No.
22,82,54,82,54,96,22,96,FRAME
311,91,349,89,350,103,312,105,OPTION
238,93,273,93,273,107,238,107,PLANT
166,95,194,95,194,109,166,109,TRIM
94,97,128,97,128,111,94,111,COLOR
232,111,276,111,276,130,232,130,N11
154,112,215,112,215,131,154,131,FA40
89,114,136,114,136,133,89,133,070
185,133,247,131,248,149,186,151,-01A
335,132,369,132,369,148,335,148,285
89,135,168,132,169,151,90,154,U340E
25,140,77,140,77,154,25,154,TRAS./AXLE
