130,16,180,16,180,35,130,35,FUJH
196,17,263,19,262,38,195,36,HEAVY
280,22,395,25,394,42,279,39,INDUSTRIES
411,27,446,27,446,44,411,44,LTD.
293,49,320,49,320,60,293,60,**
345,48,463,52,462,71,344,67,CBA-3G5
103,68,142,68,142,77,103,77,****
289,75,464,80,463,98,288,93,S65-099731
113,82,130,82,130,92,113,92,VIN
99,99,168,99,168,110,99,110,********
323,101,396,104,395,113,322,111,******-*
174,105,305,107,304,127,173,125,SG5D51N
421,114,471,114,471,130,421,130,BBC
98,115,130,116,129,125,97,123,Applied
138,117,163,117,163,125,138,125,model
324,117,355,119,354,127,323,125,Option
359,117,383,117,383,126,359,126,CODE
45,130,104,131,103,142,44,140,**A*-*
208,133,266,133,266,144,208,144,******
136,140,189,140,189,162,136,162,C50
292,143,473,146,472,167,291,163,EJ203HPRHE
42,146,69,146,69,157,42,157,TRIM
75,148,101,148,101,156,75,156,CODE
207,148,237,151,236,161,206,158,Engine
240,153,261,153,261,160,240,160,type
38,165,100,165,100,176,38,176,****-*
205,168,274,168,274,179,205,179,*******
130,171,183,171,183,193,130,193,33J
291,173,476,175,475,197,290,195,TZ1B5LSWAA
37,180,69,182,68,192,36,190,COLOR
73,182,99,182,99,192,73,192,CODE
206,185,260,185,260,194,206,194,Transmission
263,186,284,186,284,195,263,195,type
