34,26,152,27,151,49,33,47,TOYOTA
167,29,268,29,268,49,167,49,MOTOR
279,29,473,29,473,49,279,49,CORPORATION
481,33,540,33,540,48,481,48,JAPAN
126,51,538,51,538,76,126,76,CBE-NCP51V-EXPDK-G
35,61,117,61,117,79,35,79,MODEL
127,84,269,84,269,108,127,108,1MZ-FE
394,83,468,83,468,105,394,105,1496
499,92,523,92,523,108,499,108,mL
41,94,119,92,120,109,42,111,ENGINE
128,116,422,113,423,136,129,139,4CP51-012613G
45,127,125,125,126,140,46,143,FRAMENo.
340,153,405,153,405,168,340,168,GVM(kg)
239,157,307,154,308,169,240,172,TRIM
135,159,207,156,208,171,136,174,COLOR
251,174,330,172,331,192,252,194,FD10
136,175,199,175,199,195,136,195,199
499,196,516,196,516,215,499,215,C
275,201,351,198,352,216,276,218,-050
138,204,247,201,248,219,139,223,U340E
370,206,432,204,433,217,371,219,OCCUPANTS
58,211,97,209,98,218,59,221,TRANS
103,221,133,219,134,229,104,230,AXLE
361,227,402,225,403,233,362,235,PAYLOAD
142,230,200,230,200,250,142,250,K21
369,236,412,234,413,242,370,245,MASSIKE)
65,239,100,239,100,247,65,247,PLANT
499,237,509,239,505,264,495,262,TBBAE
106,249,137,249,137,257,106,257,BUILT
69,268,139,265,140,279,70,283,CAR NAME
