124,15,174,16,173,37,123,35,FUJI
187,16,252,19,251,41,186,38,HEAVY
266,20,391,23,390,44,265,41,INDUSTRIES
402,24,441,24,441,44,402,44,LTD.
37,38,158,42,157,73,36,68,*:DBA-GH3
167,43,400,50,399,80,166,72,****:GH3-015286
409,61,543,64,542,82,408,79,****-*DDC
39,70,225,75,224,95,38,91,7****E**: GH3C55S
264,79,373,81,372,99,263,97,***-*:H20
407,81,517,83,516,102,406,100,*RD*-*:37J
39,90,236,97,235,118,38,111,******:EL154JP3ME
261,101,305,105,304,121,259,116,****
314,100,457,102,456,122,313,120,4*:TZ1B8LCIAD
307,107,314,107,314,116,307,116,V
