400,19,497,20,497,42,400,42,.JAPAN
329,21,393,21,393,43,329,43,.,LTD
74,22,172,22,172,45,74,45,NISSAN
293,22,324,22,324,44,293,44,CO
188,23,277,23,277,45,188,45,MOTOR
215,55,256,55,256,69,215,69,TYPE
158,60,186,60,186,84,158,84,*
110,61,138,61,138,83,110,83,*
325,65,493,63,494,90,326,93,KH-TR50
217,75,251,75,251,87,217,87,TIPO
40,102,81,102,81,110,40,110,CHNASSIS
84,101,99,101,99,110,84,110,NO
256,107,513,105,514,129,257,131,TR50-000420
43,115,57,115,57,122,43,122,NO
61,115,111,115,111,123,61,123,DECNANSIS
39,131,72,131,72,143,39,143,MOIXSL
101,139,508,137,509,164,102,166,VNSMPP1250UD13---G
42,146,86,146,86,159,42,159,UOO
140,167,208,169,207,178,139,176,COROR TRIM
111,169,136,169,136,178,111,178,13-
264,177,321,177,321,198,264,198,KK0
352,178,367,178,367,197,352,197,H
115,180,179,185,178,193,114,188,YV6COMOR
184,185,248,185,248,194,184,194,GUARNCON
179,206,384,208,383,228,178,227,7DE11D27-)
413,208,495,208,495,228,413,228,E955
133,235,144,235,144,246,133,246,V
163,235,184,235,184,248,163,248,N3
190,236,204,236,204,249,190,249,3
246,237,384,235,385,254,247,256,FE3771:
413,239,489,239,489,257,413,257,FS90
405,264,413,264,413,270,405,270,A
409,263,422,263,422,282,409,282,R
109,283,254,289,253,305,108,299,A****
265,290,281,290,281,305,265,305,*
