89,31,301,31,301,63,89,63,NSSAN MOTOR
316,34,494,34,494,66,316,66,CO,IIDJAPAN
351,76,492,76,492,105,351,105,E-FCR33
125,79,186,79,186,107,125,107,**
266,120,482,117,483,146,267,149,ECR33-009773
35,128,91,128,91,149,35,149,CHASSIS
96,128,118,128,118,148,96,148,NO
139,165,437,157,438,184,140,193,GGKBRTFR33VDAC--
43,171,122,169,123,188,44,190,MODEL
353,198,394,196,395,221,354,223,K*
257,201,317,201,317,226,257,226,ANO
101,209,233,202,234,223,102,230,**-*J6
394,232,465,229,466,253,395,256,2498
496,234,520,234,520,251,496,251,C
236,239,367,232,368,257,237,263,RB25DET
59,255,122,253,123,269,60,272,**
127,255,148,255,148,270,127,270,J
384,267,459,262,461,284,386,289,RC41
239,274,363,267,364,289,240,296,FS5R30A
64,286,220,278,221,295,65,303,*-***7*7*
439,295,456,295,456,316,439,316,5
351,300,390,298,391,317,352,319,T*
174,342,417,326,418,348,176,364,*********
