30,19,117,19,117,35,30,35,TOYOTA
134,20,210,20,210,36,134,36,MOTOR
227,19,404,20,403,37,226,35,CORPORATION
415,25,471,25,471,37,415,37,JAPAN
100,35,412,39,411,62,99,57,UA-NZT240-AEPEK-A
30,41,80,41,80,55,30,55,MODEL
103,58,206,61,205,82,102,79,1NZ-FE
343,63,416,63,416,87,343,87,1496
29,64,79,64,79,78,29,78,ENGINE
425,76,447,74,448,84,426,86,mL
98,81,356,86,355,109,97,103,NZT240-5013062
26,87,61,87,61,102,26,102,FRAME
64,88,80,88,80,103,64,103,No.
104,109,140,109,140,124,104,124,COLOR
185,111,216,111,216,126,185,126,TRIM
269,113,308,113,308,129,269,129,PLANT
356,114,401,114,401,131,356,131,OPTION
101,129,148,128,149,148,102,150,1C0
169,130,241,132,240,153,168,151,EJ05
261,134,317,134,317,156,261,156,A42
97,150,185,153,184,175,96,171,U340E
25,153,53,155,52,170,24,168,TRANS
54,156,82,156,82,171,54,171,/AXLE
205,153,279,158,277,179,204,175,-03A
383,164,423,166,422,185,382,184,527
