79,26,167,26,167,48,79,48,NISSAN
182,27,262,27,262,48,182,48,MOTOR
275,27,302,27,302,47,275,47,C0
306,27,362,27,362,48,306,48,.,LTD
365,28,449,28,449,49,365,49,JAPAN
205,59,243,59,243,72,205,72,TYPE
151,63,178,63,178,87,151,87,*
109,64,134,64,134,87,109,87,*
303,69,448,69,448,92,303,92,UA-FB15
206,78,236,78,236,90,206,90,TIPO
36,106,77,106,77,115,36,115,CHASSIS)
80,106,94,106,94,115,80,115,NO.
240,111,466,108,467,133,241,136,FB15-81954W
39,120,103,120,103,129,39,129,NO.DECHASIS
32,139,64,139,64,151,32,151,MODEL
91,149,460,144,461,170,92,174,BAWARHAB15EDA-A-L-
34,156,74,156,74,168,34,168,MODELO
95,176,190,174,191,186,96,188,**- COLOR,TRIM
241,183,295,183,295,206,241,206,KY0
321,183,339,183,339,205,321,205,K
99,192,228,192,228,202,99,202,**L COLOR.,GUARNICION
52,216,82,216,82,224,52,224,**
90,217,123,217,123,224,90,224,ENGINE
463,216,477,216,477,226,463,226,CC
383,217,451,215,452,238,384,240,1497
200,219,347,216,348,237,201,239,QG15(DE)
53,227,83,227,83,237,53,237,**
91,229,122,229,122,236,91,236,MOTOR
62,250,123,248,124,257,63,259,*****
132,250,163,250,163,257,132,257,TRANS.
165,250,192,250,192,257,165,257,AXLE
377,250,450,250,450,268,377,268,FQ38
221,251,353,251,353,271,221,271,RE4F03B
133,261,186,261,186,268,133,268,TRANS,EJE
60,261,119,259,120,269,61,271,****
358,276,397,276,397,286,358,286,PLANT
428,278,445,278,445,299,428,299,-
294,280,326,280,326,295,294,295,**
356,290,403,290,403,299,356,299,PLANTA
173,307,349,305,350,325,174,328,******
366,311,398,311,398,318,366,318,MADE.I
399,311,409,311,409,319,399,319,TN
413,311,444,311,444,318,413,318,JAPAN
85,311,162,311,162,329,85,329,***
420,321,442,321,442,327,420,327,*9909
