327,37,433,41,432,65,326,61,MAZDA
58,58,108,60,107,71,57,69,MODEL
121,60,146,60,146,72,121,72,**
258,65,284,65,284,77,258,77,PAINT
66,92,219,95,218,117,65,113,DBA-DY3W
258,97,310,97,310,119,258,119,A3F
366,98,414,101,413,120,365,117,LBP
183,139,378,139,378,160,183,160,DY3W-350893
205,167,249,167,249,180,205,180,****
58,168,125,168,125,180,58,180,VEHICLE
139,170,152,170,152,179,139,179,ID
163,169,180,169,180,180,163,180,NO
189,172,196,172,196,178,189,178,U
206,203,219,203,219,217,206,217,2
259,254,328,254,328,264,259,264,Corporation
58,256,151,253,152,267,59,270,*******
180,254,214,254,214,266,180,266,Mazda
219,254,252,254,252,265,219,265,Motor
344,255,368,255,368,263,344,263,Maden
392,254,421,256,420,263,391,262,Japan
376,256,386,256,386,263,376,263,In
360,268,418,268,418,279,360,279,(G22CB)
