20,8,120,13,119,32,19,28,DAIHATSU
132,14,196,18,195,37,131,33,MOTOR
208,21,233,21,233,37,208,37,CO.
260,21,365,27,364,45,259,39,LTD.JAPAN
244,32,249,32,249,38,244,38,A
77,35,305,46,304,64,76,53,DBA-L275S-GPGF
22,38,72,40,71,54,21,52,TYPE
20,59,56,59,56,71,20,71,OHASSIS
78,57,285,67,284,84,77,74,L275S-2005842
59,61,70,61,70,71,59,71,NO
21,79,71,82,70,93,20,90,ENGINE
76,79,155,82,154,98,75,95,KF-VE
221,85,294,89,293,106,220,101,658CC
70,102,128,105,127,117,69,114,COLOR
139,102,183,104,182,120,138,117,W20
194,108,240,110,239,122,193,120,TRIM
253,108,313,110,312,126,252,124,FJ40
137,164,205,167,204,178,136,175,ENGINE
217,169,239,169,239,180,217,180,NO
70,178,313,188,312,208,69,198,**********
