84,29,155,28,156,50,85,52,NISSAN
168,31,240,31,240,52,168,52,MOTOR
252,31,381,32,380,53,251,51,CO.,LTDJAPAN
109,64,154,64,154,86,109,86,**
272,64,381,63,382,84,273,86,GF-ER34
234,97,378,95,379,117,235,118,ER34-007718
35,103,80,103,80,119,35,119,CHASSIS
84,103,100,103,100,118,84,118,NO
115,132,372,125,373,146,116,153,GGKBRTFR34UDAADJE-
39,137,104,137,104,153,39,153,MODEL
305,159,314,159,314,177,305,177,R
276,160,296,160,296,178,276,178,G
207,162,254,159,255,179,208,181,QM1
85,168,190,164,191,181,86,186,**-**
316,186,371,184,372,204,317,206,2498
190,193,295,186,296,207,192,213,RB25DET
399,192,406,192,406,200,399,200,-
408,193,412,193,412,199,408,199,M
45,207,97,205,98,220,46,221,**
103,206,120,206,120,219,103,219,*
309,215,366,211,367,231,311,235,RC41
192,223,293,216,295,236,194,242,FS5R30A
48,234,178,226,179,242,49,249,*********
355,241,369,241,369,259,355,259,5
285,248,316,246,317,261,286,263,**
137,285,338,269,340,290,139,307,*********
