75,136,204,138,203,165,74,162,DAIHATSU
219,141,307,144,306,171,218,168,MOTOR
324,146,358,146,358,172,324,172,CO.
396,149,448,149,448,177,396,177,LTD.
458,157,557,160,556,181,457,178,JAPAN
68,165,134,169,133,187,67,183,TYPE
142,165,470,181,469,207,141,191,DBA-L275S-GBGF
64,191,113,193,112,211,63,209,CHASSIS 
116,196,133,196,133,212,116,212,NO.
144,192,310,200,309,225,143,216,L275S-21
317,201,441,208,439,232,316,224,18024
74,218,138,222,137,239,73,234,ENGINE
146,219,252,225,251,247,145,241,KF-VE
349,231,448,235,447,258,348,254,658CC
145,247,296,254,295,275,144,268,COLORW20
318,257,386,261,385,279,317,275,TRIM
396,261,465,263,464,287,395,285,YA4
470,270,481,270,481,282,470,282,E)
278,280,333,283,332,300,277,296,ENGINE
340,285,360,285,360,301,340,301,NO.
20,453,105,455,104,468,19,465,GardaalPag9
136,454,192,454,192,465,136,465,232352
110,455,135,455,135,466,110,466,Re1
