19,12,73,15,72,28,18,25,SUZUKI
90,15,141,18,140,32,89,29,MOTOR
150,17,259,22,258,36,149,31,CORPORATION
269,26,317,26,317,37,269,37,JAPAN
24,32,72,34,71,45,23,43,TYPE
118,33,215,38,214,52,117,47,LA-MC22S
28,48,80,51,79,62,27,58,CHASSIS
87,52,102,52,102,63,87,63,NO.
117,50,251,56,250,69,116,63,MC22S-324034
30,65,93,68,92,78,29,75,ENGINE
130,68,165,69,164,81,129,79,K6A
56,82,109,84,108,95,55,92,COLOR
131,84,164,84,164,96,131,96,26U
244,91,274,91,274,100,244,100,D01
131,99,212,102,211,114,130,111,WFGY-D4
