44,37,119,37,119,59,44,59,SUZUKI
139,36,225,38,224,60,138,58,MOTOR
242,38,414,38,414,61,242,61,CORPORATION
436,45,499,45,499,62,436,62,APAN
427,48,433,48,433,58,427,58,J
183,69,345,69,345,91,183,91,DBA-ME34S
53,72,106,72,106,90,53,90,TYPE
184,98,385,98,385,122,184,122,ME34S-359894
55,104,127,104,127,120,55,120,CHASSIS
138,105,163,105,163,120,138,120,NO.
206,129,278,129,278,151,206,151,M13A
57,133,136,133,136,150,57,150,ENGINE
204,157,255,157,255,179,204,179,ZJ3
340,159,390,159,390,180,340,180,D14
96,163,175,163,175,179,96,179,COLOR
206,184,314,184,314,206,206,206,FXVD-6
164,275,383,275,383,296,164,296,*******
