97,33,189,36,188,68,96,65,NISSAN
203,38,297,42,296,73,201,69,MOTOR
312,46,472,54,470,85,310,76,CO.LTDJAPAN
128,81,188,81,188,109,128,109,**
336,91,469,97,468,125,335,118,E-HCR32
39,127,93,128,92,149,38,147,CHASIS
99,130,120,130,120,149,99,149,NO
258,130,461,135,460,162,257,156,HCR32-091897
45,168,124,170,123,190,44,189,MODEL
222,168,451,170,450,196,221,194,KRCR32RGFSLMAC
366,207,379,207,379,230,366,230,*
261,207,310,207,310,230,261,230,732
333,208,359,208,359,230,333,230,G
102,209,230,209,230,229,102,229,**-*
378,240,442,240,442,261,378,261,1998
232,242,354,242,354,265,232,265,RB20DET
470,245,492,245,492,261,470,261,C
62,254,120,254,120,270,62,270,***
127,254,147,254,147,269,127,269,J
370,273,437,270,438,290,371,293,RC43
228,275,349,272,350,294,229,297,FS5W71C
65,284,215,279,216,296,66,300,S-***77*
417,300,434,300,434,320,417,320,5
338,304,375,304,375,322,338,322,T*
170,341,397,329,398,353,171,364,*********
