256,21,411,14,412,32,257,39,CO.,LTD.JAPAN
168,25,241,22,242,40,169,43,MOTOR
69,29,151,25,152,45,70,49,NISSAN
307,53,432,46,433,67,308,74,E-PHG50
192,51,225,51,225,62,192,62,TYPE
141,56,166,56,166,76,141,76,*
101,59,125,59,125,78,101,78,*
193,66,222,66,222,77,193,77,TIPO
305,84,428,78,429,96,306,102,-000520
212,91,300,86,301,104,213,109,PHG5D
37,96,75,95,76,102,38,104,CHASSIS
79,96,91,96,91,102,79,102,O
40,108,98,103,99,111,41,116,NO DECHASIS
393,107,425,107,425,125,393,125,P1
214,120,373,108,374,126,216,138,PNHGSnXAE
40,123,68,123,68,131,40,131,MDUL
341,134,351,134,351,141,341,141,*
43,134,80,134,80,144,43,144,MONFELO
323,139,350,139,350,156,323,156,U*
252,143,302,141,303,159,253,161,K1B
164,144,188,144,188,151,164,151,TRIM
126,146,159,144,160,153,127,154,-CDLOR
103,149,117,149,117,156,103,156,*A
106,159,222,152,223,160,107,167,IM-CDLOR.GUARNISION
352,162,413,158,414,173,353,177,*499
270,168,335,164,336,181,271,184,VHP5
349,186,409,178,411,193,351,201,RC3S
85,183,95,183,95,192,85,192,D
110,184,127,184,127,190,110,190,MUA
70,188,78,188,78,194,70,194,Z
221,195,331,186,332,201,223,211,REWRD3A
172,197,178,197,178,202,172,202,AA
123,199,133,199,133,204,123,204,A
101,201,111,201,111,207,101,207,L
113,201,121,201,121,206,113,206,C3
332,203,364,201,365,208,333,210,PEANI
179,204,185,204,185,208,179,208,3
151,206,161,206,161,210,151,210,A
123,207,133,207,133,213,123,213,JA
94,209,104,209,104,216,94,216,*
106,209,119,209,119,215,106,215,A
279,209,306,207,307,217,280,219,*
358,211,370,211,370,217,358,217,WTA
331,213,357,211,358,217,332,219,FAANT
105,242,326,223,327,237,106,256,*********
352,227,360,227,360,232,352,232,AD
