546,35,611,30,612,45,547,50,JAPA/
311,42,537,30,538,51,312,63,CORPORATON
166,49,295,44,296,66,167,71,IMOTOR
-1,57,147,49,148,72,0,80,OYOTA
-1,92,506,58,508,87,0,121,AODELTA-J0G11-CEAZH
540,86,567,84,569,100,542,102,CC
425,96,519,88,521,111,427,119,2997
122,120,320,101,323,129,124,148,2J7-*SE
130,152,462,117,464,140,132,175,JCG11-0019605
7,133,113,123,114,141,8,151,ENGINE
365,160,434,153,435,167,367,173,GVM(KG)
19,164,120,154,122,172,21,182,FRAMENo.
257,171,331,164,332,179,258,186,TRIM
137,184,217,175,219,189,139,198,COLOR
246,192,337,181,339,201,248,212,LB15
141,204,215,195,217,215,143,224,065
294,207,378,198,380,217,296,227,B01A
146,227,264,210,267,231,149,248,A650E
497,221,517,221,517,242,497,242,C
52,240,96,235,97,244,53,249,TRANS
207,272,455,235,457,250,209,287,-*********
105,241,139,241,139,252,105,252,ANLE
153,248,220,239,222,259,155,268,A22
62,265,103,261,104,269,63,273,9IE
111,268,144,264,145,272,112,276,BUNLT
88,295,131,289,133,299,89,305,3A030
