35,32,152,44,150,67,33,55,TOYOTA
167,49,257,58,255,77,165,68,MOTOR
268,60,417,76,415,93,266,78,CORPORATION
32,69,114,75,113,93,30,87,MODEL
129,74,357,96,354,122,127,100,U-BU88-MDGT
421,81,462,85,461,96,420,92,JAPAN
32,106,115,108,114,126,31,124,ENGINE
131,109,195,114,193,139,129,134,14B
352,124,414,127,413,148,351,144,3660
427,128,445,128,445,141,427,141,CC
31,141,113,143,112,160,30,157,FRAMENo.
126,142,364,150,363,173,125,165,BU88-0014877
122,179,190,179,190,195,122,195,COLOR
222,181,280,181,280,196,222,196,TRIM
126,204,189,204,189,226,126,226,048
216,204,286,204,286,226,216,226,PB41
234,231,303,228,304,250,235,253,L144
124,234,208,232,209,256,125,258,M153
32,237,74,235,75,245,33,248,TRANS.
78,248,110,248,110,259,78,259,AXLE
123,263,183,263,183,287,123,287,A11
32,272,73,269,74,280,33,283,PLANT
418,272,434,272,434,294,418,294,C
78,283,110,283,110,292,78,292,BUILT
164,302,385,282,387,301,166,321,F*********
45,322,84,317,85,329,47,333,30881
